TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2019 Cuarto trimestre,2019-Q4,Hombres,M,Puerto de la Cruz,38028,Construcción,A4_03,169,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Puerto de la Cruz,38028,Construcción,A4_03,10,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Puerto de la Cruz,38028,Construcción,A4_03,165,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Puerto de la Cruz,38028,Construcción,A4_03,14,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Puerto de la Cruz,38028,Construcción,A4_03,154,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Puerto de la Cruz,38028,Construcción,A4_03,17,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Puerto de la Cruz,38028,Construcción,A4_03,162,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Puerto de la Cruz,38028,Construcción,A4_03,20,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Puerto de la Cruz,38028,Total,_T,1279,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1706,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Puerto de la Cruz,38028,Total,_T,1328,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1759,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Puerto de la Cruz,38028,Total,_T,1845,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Puerto de la Cruz,38028,Total,_T,2222,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Puerto de la Cruz,38028,Total,_T,1919,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Puerto de la Cruz,38028,Total,_T,2236,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Puerto de la Cruz,38028,Total,_T,1845,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Puerto de la Cruz,38028,Total,_T,2195,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Puerto de la Cruz,38028,Total,_T,1755,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Puerto de la Cruz,38028,Total,_T,2092,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Puerto de la Cruz,38028,Total,_T,1758,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Puerto de la Cruz,38028,Total,_T,2145,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Puerto de la Cruz,38028,Total,_T,1529,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1890,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Puerto de la Cruz,38028,Total,_T,1330,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1771,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Puerto de la Cruz,38028,Total,_T,1290,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1811,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Puerto de la Cruz,38028,Total,_T,1278,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1785,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Puerto de la Cruz,38028,Total,_T,1307,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Puerto de la Cruz,38028,Total,_T,1775,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,Servicios,A4_04,951,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2046,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,Servicios,A4_04,1013,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2202,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,Servicios,A4_04,1298,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2528,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,Servicios,A4_04,1359,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2570,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,Servicios,A4_04,1268,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2489,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,Servicios,A4_04,1225,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2413,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,Servicios,A4_04,1292,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2419,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,Servicios,A4_04,1145,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2212,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,Servicios,A4_04,1002,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2019,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,Servicios,A4_04,949,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2043,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,Servicios,A4_04,927,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2067,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,Servicios,A4_04,986,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,Servicios,A4_04,2087,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,59,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,33,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,48,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,34,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,66,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,42,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,69,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,42,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,75,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,49,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,63,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,44,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,49,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,39,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,51,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,33,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,57,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,39,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,30,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,30,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,35,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,26,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,40,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,"Agricultura, ganadería, silvicultura y pesca",A4_01,23,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,Industria,A4_02,91,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,Industria,A4_02,51,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,Industria,A4_02,85,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,Industria,A4_02,57,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,Industria,A4_02,98,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,Industria,A4_02,69,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,Industria,A4_02,104,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,Industria,A4_02,66,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,Industria,A4_02,110,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,Industria,A4_02,59,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,Industria,A4_02,103,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,Industria,A4_02,64,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,Industria,A4_02,98,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,Industria,A4_02,66,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,Industria,A4_02,98,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,Industria,A4_02,64,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,Industria,A4_02,77,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,Industria,A4_02,46,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,Industria,A4_02,78,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,Industria,A4_02,51,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,Industria,A4_02,84,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,Industria,A4_02,61,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,Industria,A4_02,77,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,Industria,A4_02,62,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,Dato desconocido,_U,162,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,274,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,Dato desconocido,_U,182,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,320,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,Dato desconocido,_U,270,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,405,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,Dato desconocido,_U,265,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,376,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,Dato desconocido,_U,243,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,369,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,Dato desconocido,_U,203,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,334,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,Dato desconocido,_U,171,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,277,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,Dato desconocido,_U,151,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,250,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,Dato desconocido,_U,160,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,278,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,Dato desconocido,_U,192,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,317,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,Dato desconocido,_U,149,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,316,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,Dato desconocido,_U,183,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,Dato desconocido,_U,304,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,Construcción,A4_03,478,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,Construcción,A4_03,39,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,Construcción,A4_03,479,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,Construcción,A4_03,43,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,Construcción,A4_03,565,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,Construcción,A4_03,53,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,Construcción,A4_03,605,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,Construcción,A4_03,55,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,Construcción,A4_03,615,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,Construcción,A4_03,53,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,Construcción,A4_03,587,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,Construcción,A4_03,50,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,Construcción,A4_03,603,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,Construcción,A4_03,51,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,Construcción,A4_03,674,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,Construcción,A4_03,43,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,Construcción,A4_03,542,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,Construcción,A4_03,43,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,Construcción,A4_03,518,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,Construcción,A4_03,44,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,Construcción,A4_03,539,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,Construcción,A4_03,42,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,Construcción,A4_03,586,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,Construcción,A4_03,41,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Los Realejos,38031,Total,_T,1741,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Los Realejos,38031,Total,_T,2443,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Los Realejos,38031,Total,_T,1807,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Los Realejos,38031,Total,_T,2656,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Los Realejos,38031,Total,_T,2297,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Los Realejos,38031,Total,_T,3097,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Los Realejos,38031,Total,_T,2402,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Los Realejos,38031,Total,_T,3109,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Los Realejos,38031,Total,_T,2311,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Los Realejos,38031,Total,_T,3019,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Los Realejos,38031,Total,_T,2181,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Los Realejos,38031,Total,_T,2905,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Los Realejos,38031,Total,_T,2213,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Los Realejos,38031,Total,_T,2852,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Los Realejos,38031,Total,_T,2119,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Los Realejos,38031,Total,_T,2602,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Los Realejos,38031,Total,_T,1838,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Los Realejos,38031,Total,_T,2425,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Los Realejos,38031,Total,_T,1767,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Los Realejos,38031,Total,_T,2485,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Los Realejos,38031,Total,_T,1734,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Los Realejos,38031,Total,_T,2512,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Los Realejos,38031,Total,_T,1872,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Los Realejos,38031,Total,_T,2517,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Rosario,38032,Servicios,A4_04,395,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Rosario,38032,Servicios,A4_04,626,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Rosario,38032,Servicios,A4_04,431,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Rosario,38032,Servicios,A4_04,677,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Rosario,38032,Servicios,A4_04,550,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Rosario,38032,Servicios,A4_04,772,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Rosario,38032,Servicios,A4_04,533,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Rosario,38032,Servicios,A4_04,754,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Rosario,38032,Servicios,A4_04,506,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Rosario,38032,Servicios,A4_04,721,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Rosario,38032,Servicios,A4_04,509,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Rosario,38032,Servicios,A4_04,696,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Rosario,38032,Servicios,A4_04,504,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Rosario,38032,Servicios,A4_04,756,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Rosario,38032,Servicios,A4_04,459,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Rosario,38032,Servicios,A4_04,725,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Rosario,38032,Servicios,A4_04,405,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Rosario,38032,Servicios,A4_04,648,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Rosario,38032,Servicios,A4_04,423,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Rosario,38032,Servicios,A4_04,662,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Rosario,38032,Servicios,A4_04,378,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Rosario,38032,Servicios,A4_04,619,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Rosario,38032,Servicios,A4_04,390,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Rosario,38032,Servicios,A4_04,636,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,18,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,27,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,8,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,28,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,8,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,30,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,7,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,24,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,8,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,22,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,9,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,29,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,8,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,20,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,7,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,6,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,30,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Rosario,38032,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Rosario,38032,Industria,A4_02,42,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Rosario,38032,Industria,A4_02,27,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Rosario,38032,Industria,A4_02,40,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Rosario,38032,Industria,A4_02,34,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Rosario,38032,Industria,A4_02,60,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Rosario,38032,Industria,A4_02,41,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Rosario,38032,Industria,A4_02,61,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Rosario,38032,Industria,A4_02,42,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Rosario,38032,Industria,A4_02,59,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Rosario,38032,Industria,A4_02,42,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Rosario,38032,Industria,A4_02,56,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Rosario,38032,Industria,A4_02,33,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Rosario,38032,Industria,A4_02,58,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Rosario,38032,Industria,A4_02,39,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Rosario,38032,Industria,A4_02,58,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Rosario,38032,Industria,A4_02,31,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Rosario,38032,Industria,A4_02,56,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Rosario,38032,Industria,A4_02,29,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Rosario,38032,Industria,A4_02,56,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Rosario,38032,Industria,A4_02,31,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Rosario,38032,Industria,A4_02,52,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Rosario,38032,Industria,A4_02,37,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Rosario,38032,Industria,A4_02,56,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Rosario,38032,Industria,A4_02,35,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Rosario,38032,Dato desconocido,_U,64,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Rosario,38032,Dato desconocido,_U,78,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Rosario,38032,Dato desconocido,_U,60,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Rosario,38032,Dato desconocido,_U,82,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Rosario,38032,Dato desconocido,_U,110,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Rosario,38032,Dato desconocido,_U,123,,,
