TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2020 Tercer trimestre,2020-Q3,Hombres,M,Lanzarote,ES708,Industria,A4_02,1737,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Lanzarote,ES708,Industria,A4_02,2178,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Lanzarote,ES708,Industria,A4_02,439,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Lanzarote,ES708,Industria,A4_02,1706,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Lanzarote,ES708,Industria,A4_02,2145,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Lanzarote,ES708,Industria,A4_02,447,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Lanzarote,ES708,Industria,A4_02,1734,,,
2020 Primer trimestre,2020-Q1,Total,_T,Lanzarote,ES708,Industria,A4_02,2181,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Lanzarote,ES708,Industria,A4_02,485,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Lanzarote,ES708,Industria,A4_02,1759,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Lanzarote,ES708,Industria,A4_02,2244,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Lanzarote,ES708,Industria,A4_02,489,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Lanzarote,ES708,Industria,A4_02,1726,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Lanzarote,ES708,Industria,A4_02,2215,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Lanzarote,ES708,Industria,A4_02,477,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Lanzarote,ES708,Industria,A4_02,1824,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Lanzarote,ES708,Industria,A4_02,2301,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Lanzarote,ES708,Industria,A4_02,472,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Lanzarote,ES708,Industria,A4_02,1805,,,
2019 Primer trimestre,2019-Q1,Total,_T,Lanzarote,ES708,Industria,A4_02,2277,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,43,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,4,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Lanzarote,ES708,Dato desconocido,_U,47,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,39,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,4,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Lanzarote,ES708,Dato desconocido,_U,43,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,42,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,3,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Lanzarote,ES708,Dato desconocido,_U,45,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,35,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,2,,,
2021 Primer trimestre,2021-Q1,Total,_T,Lanzarote,ES708,Dato desconocido,_U,37,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,33,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,4,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Lanzarote,ES708,Dato desconocido,_U,37,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,33,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,4,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Lanzarote,ES708,Dato desconocido,_U,37,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,35,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,6,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Lanzarote,ES708,Dato desconocido,_U,41,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,32,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,5,,,
2020 Primer trimestre,2020-Q1,Total,_T,Lanzarote,ES708,Dato desconocido,_U,37,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,30,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,6,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Lanzarote,ES708,Dato desconocido,_U,36,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,25,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,6,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Lanzarote,ES708,Dato desconocido,_U,31,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,16,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,3,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Lanzarote,ES708,Dato desconocido,_U,19,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Lanzarote,ES708,Dato desconocido,_U,3,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Lanzarote,ES708,Dato desconocido,_U,0,,,
2019 Primer trimestre,2019-Q1,Total,_T,Lanzarote,ES708,Dato desconocido,_U,3,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,430,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3874,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Lanzarote,ES708,Construcción,A4_03,4304,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,432,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Lanzarote,ES708,Construcción,A4_03,4081,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Lanzarote,ES708,Construcción,A4_03,4513,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,412,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3875,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Lanzarote,ES708,Construcción,A4_03,4287,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,394,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3702,,,
2021 Primer trimestre,2021-Q1,Total,_T,Lanzarote,ES708,Construcción,A4_03,4096,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,395,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3590,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Lanzarote,ES708,Construcción,A4_03,3985,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,397,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3696,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Lanzarote,ES708,Construcción,A4_03,4093,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,389,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3596,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Lanzarote,ES708,Construcción,A4_03,3985,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,398,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3209,,,
2020 Primer trimestre,2020-Q1,Total,_T,Lanzarote,ES708,Construcción,A4_03,3607,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,397,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3467,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Lanzarote,ES708,Construcción,A4_03,3864,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,409,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3517,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Lanzarote,ES708,Construcción,A4_03,3926,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,410,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3610,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Lanzarote,ES708,Construcción,A4_03,4020,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Lanzarote,ES708,Construcción,A4_03,401,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Lanzarote,ES708,Construcción,A4_03,3530,,,
2019 Primer trimestre,2019-Q1,Total,_T,Lanzarote,ES708,Construcción,A4_03,3931,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Lanzarote,ES708,Total,_T,30259,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Lanzarote,ES708,Total,_T,33698,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Lanzarote,ES708,Total,_T,63957,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Lanzarote,ES708,Total,_T,28824,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Lanzarote,ES708,Total,_T,32667,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Lanzarote,ES708,Total,_T,61491,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Lanzarote,ES708,Total,_T,26865,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Lanzarote,ES708,Total,_T,30821,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Lanzarote,ES708,Total,_T,57686,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Lanzarote,ES708,Total,_T,27148,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Lanzarote,ES708,Total,_T,30482,,,
2021 Primer trimestre,2021-Q1,Total,_T,Lanzarote,ES708,Total,_T,57630,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Lanzarote,ES708,Total,_T,27633,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Lanzarote,ES708,Total,_T,30938,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Lanzarote,ES708,Total,_T,58571,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Lanzarote,ES708,Total,_T,27857,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Lanzarote,ES708,Total,_T,31536,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Lanzarote,ES708,Total,_T,59393,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Lanzarote,ES708,Total,_T,27442,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Lanzarote,ES708,Total,_T,31528,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Lanzarote,ES708,Total,_T,58970,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Lanzarote,ES708,Total,_T,28288,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Lanzarote,ES708,Total,_T,31682,,,
2020 Primer trimestre,2020-Q1,Total,_T,Lanzarote,ES708,Total,_T,59970,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Lanzarote,ES708,Total,_T,30578,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Lanzarote,ES708,Total,_T,34656,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Lanzarote,ES708,Total,_T,65234,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Lanzarote,ES708,Total,_T,30239,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Lanzarote,ES708,Total,_T,34637,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Lanzarote,ES708,Total,_T,64876,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Lanzarote,ES708,Total,_T,29828,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Lanzarote,ES708,Total,_T,34873,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Lanzarote,ES708,Total,_T,64701,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Lanzarote,ES708,Total,_T,29922,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Lanzarote,ES708,Total,_T,34447,,,
2019 Primer trimestre,2019-Q1,Total,_T,Lanzarote,ES708,Total,_T,64369,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Tanque,38044,Servicios,A4_04,401,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Tanque,38044,Servicios,A4_04,338,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,El Tanque,38044,Servicios,A4_04,739,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Tanque,38044,Servicios,A4_04,370,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Tanque,38044,Servicios,A4_04,319,,,
2021 Tercer trimestre,2021-Q3,Total,_T,El Tanque,38044,Servicios,A4_04,689,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Tanque,38044,Servicios,A4_04,318,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Tanque,38044,Servicios,A4_04,311,,,
2021 Segundo trimestre,2021-Q2,Total,_T,El Tanque,38044,Servicios,A4_04,629,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Tanque,38044,Servicios,A4_04,360,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Tanque,38044,Servicios,A4_04,312,,,
2021 Primer trimestre,2021-Q1,Total,_T,El Tanque,38044,Servicios,A4_04,672,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Tanque,38044,Servicios,A4_04,370,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Tanque,38044,Servicios,A4_04,327,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,El Tanque,38044,Servicios,A4_04,697,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Tanque,38044,Servicios,A4_04,375,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Tanque,38044,Servicios,A4_04,333,,,
2020 Tercer trimestre,2020-Q3,Total,_T,El Tanque,38044,Servicios,A4_04,708,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Tanque,38044,Servicios,A4_04,340,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Tanque,38044,Servicios,A4_04,324,,,
2020 Segundo trimestre,2020-Q2,Total,_T,El Tanque,38044,Servicios,A4_04,664,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Tanque,38044,Servicios,A4_04,355,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Tanque,38044,Servicios,A4_04,326,,,
2020 Primer trimestre,2020-Q1,Total,_T,El Tanque,38044,Servicios,A4_04,681,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Tanque,38044,Servicios,A4_04,394,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Tanque,38044,Servicios,A4_04,357,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,El Tanque,38044,Servicios,A4_04,751,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Tanque,38044,Servicios,A4_04,384,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Tanque,38044,Servicios,A4_04,360,,,
2019 Tercer trimestre,2019-Q3,Total,_T,El Tanque,38044,Servicios,A4_04,744,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Tanque,38044,Servicios,A4_04,379,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Tanque,38044,Servicios,A4_04,331,,,
2019 Segundo trimestre,2019-Q2,Total,_T,El Tanque,38044,Servicios,A4_04,710,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Tanque,38044,Servicios,A4_04,389,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Tanque,38044,Servicios,A4_04,345,,,
2019 Primer trimestre,2019-Q1,Total,_T,El Tanque,38044,Servicios,A4_04,734,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,34,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,51,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,85,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,32,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,51,,,
2021 Tercer trimestre,2021-Q3,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,83,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,22,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,51,,,
2021 Segundo trimestre,2021-Q2,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,73,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,31,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,48,,,
2021 Primer trimestre,2021-Q1,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,79,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,31,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,47,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,78,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,30,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,52,,,
2020 Tercer trimestre,2020-Q3,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,82,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,48,,,
2020 Segundo trimestre,2020-Q2,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,63,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,17,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,46,,,
2020 Primer trimestre,2020-Q1,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,63,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,26,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,43,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,69,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,20,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,47,,,
2019 Tercer trimestre,2019-Q3,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,67,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,54,,,
2019 Segundo trimestre,2019-Q2,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,70,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,46,,,
2019 Primer trimestre,2019-Q1,Total,_T,El Tanque,38044,"Agricultura, ganadería, silvicultura y pesca",A4_01,67,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Tanque,38044,Industria,A4_02,8,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Tanque,38044,Industria,A4_02,23,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,El Tanque,38044,Industria,A4_02,31,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Tanque,38044,Industria,A4_02,8,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Tanque,38044,Industria,A4_02,25,,,
2021 Tercer trimestre,2021-Q3,Total,_T,El Tanque,38044,Industria,A4_02,33,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Tanque,38044,Industria,A4_02,12,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Tanque,38044,Industria,A4_02,24,,,
2021 Segundo trimestre,2021-Q2,Total,_T,El Tanque,38044,Industria,A4_02,36,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Tanque,38044,Industria,A4_02,11,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Tanque,38044,Industria,A4_02,25,,,
2021 Primer trimestre,2021-Q1,Total,_T,El Tanque,38044,Industria,A4_02,36,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Tanque,38044,Industria,A4_02,9,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Tanque,38044,Industria,A4_02,24,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,El Tanque,38044,Industria,A4_02,33,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Tanque,38044,Industria,A4_02,10,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Tanque,38044,Industria,A4_02,26,,,
2020 Tercer trimestre,2020-Q3,Total,_T,El Tanque,38044,Industria,A4_02,36,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Tanque,38044,Industria,A4_02,8,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Tanque,38044,Industria,A4_02,24,,,
2020 Segundo trimestre,2020-Q2,Total,_T,El Tanque,38044,Industria,A4_02,32,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Tanque,38044,Industria,A4_02,8,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Tanque,38044,Industria,A4_02,25,,,
2020 Primer trimestre,2020-Q1,Total,_T,El Tanque,38044,Industria,A4_02,33,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,El Tanque,38044,Industria,A4_02,8,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,El Tanque,38044,Industria,A4_02,25,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,El Tanque,38044,Industria,A4_02,33,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,El Tanque,38044,Industria,A4_02,7,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,El Tanque,38044,Industria,A4_02,23,,,
2019 Tercer trimestre,2019-Q3,Total,_T,El Tanque,38044,Industria,A4_02,30,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,El Tanque,38044,Industria,A4_02,7,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,El Tanque,38044,Industria,A4_02,23,,,
2019 Segundo trimestre,2019-Q2,Total,_T,El Tanque,38044,Industria,A4_02,30,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,El Tanque,38044,Industria,A4_02,6,,,
2019 Primer trimestre,2019-Q1,Hombres,M,El Tanque,38044,Industria,A4_02,21,,,
2019 Primer trimestre,2019-Q1,Total,_T,El Tanque,38044,Industria,A4_02,27,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2021 Tercer trimestre,2021-Q3,Total,_T,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2021 Segundo trimestre,2021-Q2,Total,_T,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,El Tanque,38044,Dato desconocido,_U,1,,,
2021 Primer trimestre,2021-Q1,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2021 Primer trimestre,2021-Q1,Total,_T,El Tanque,38044,Dato desconocido,_U,1,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,El Tanque,38044,Dato desconocido,_U,2,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Tercer trimestre,2020-Q3,Total,_T,El Tanque,38044,Dato desconocido,_U,2,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,El Tanque,38044,Dato desconocido,_U,2,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Segundo trimestre,2020-Q2,Total,_T,El Tanque,38044,Dato desconocido,_U,2,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,El Tanque,38044,Dato desconocido,_U,2,,,
2020 Primer trimestre,2020-Q1,Hombres,M,El Tanque,38044,Dato desconocido,_U,0,,,
2020 Primer trimestre,2020-Q1,Total,_T,El Tanque,38044,Dato desconocido,_U,2,,,
