,Municipio,Año,Sexo,Tipo,Defunciones
353,        Tazacorte,2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"0,00"
354,        Tijarafe,2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"0,00"
355,        Villa de Mazo,2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"81,73"
356,        Frontera,2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"48,24"
357,        Valverde,2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"0,00"
358,      Pinar de El Hierro (El),2019,Hombres,V. TRASTORNOS MENTALES Y DEL COMPORTAMIENTO,"0,00"
360,        Agulo,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"183,15"
361,        Alajeró,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"92,68"
362,        Hermigua,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
363,        San Sebastián de La Gomera,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"42,97"
364,        Valle Gran Rey,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"41,96"
365,        Vallehermoso,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"66,31"
366,        Barlovento,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"311,85"
367,        Breña Alta,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"85,40"
368,        Breña Baja,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"33,72"
369,        Fuencaliente,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
370,        Garafía,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
371,        Llanos de Aridane (Los),2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"30,11"
372,        Paso (El),2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
373,        Puntagorda,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
374,        Puntallana,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"78,37"
375,        San Andrés y Sauces,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"47,64"
376,        Santa Cruz de La Palma,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"67,54"
377,        Tazacorte,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"42,99"
378,        Tijarafe,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
379,        Villa de Mazo,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
380,        Frontera,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"92,89"
381,        Valverde,2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
382,      Pinar de El Hierro (El),2021,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
385,        Alajeró,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,....
386,        Hermigua,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
387,        San Sebastián de La Gomera,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
388,        Valle Gran Rey,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
389,        Vallehermoso,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"66,40"
390,        Barlovento,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"102,46"
391,        Breña Alta,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
392,        Breña Baja,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"33,91"
393,        Fuencaliente,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"113,64"
394,        Garafía,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"108,34"
395,        Llanos de Aridane (Los),2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"29,89"
396,        Paso (El),2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"26,06"
397,        Puntagorda,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,....
398,        Puntallana,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
399,        San Andrés y Sauces,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"95,42"
400,        Santa Cruz de La Palma,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"39,97"
401,        Tazacorte,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
402,        Tijarafe,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"77,58"
403,        Villa de Mazo,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
404,        Frontera,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"47,26"
405,        Valverde,2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"39,25"
406,      Pinar de El Hierro (El),2020,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,....
408,        Agulo,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
409,        Alajeró,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
410,        Hermigua,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
411,        San Sebastián de La Gomera,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"21,72"
412,        Valle Gran Rey,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"42,94"
413,        Vallehermoso,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
414,        Barlovento,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
416,        Breña Baja,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
417,        Fuencaliente,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
418,        Garafía,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
420,        Paso (El),2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"105,24"
421,        Puntagorda,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"91,66"
422,        Puntallana,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
423,        San Andrés y Sauces,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"48,03"
424,        Santa Cruz de La Palma,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"65,88"
425,        Tazacorte,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"170,72"
426,        Tijarafe,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"155,88"
427,        Villa de Mazo,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
428,        Frontera,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
429,        Valverde,2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"0,00"
430,      Pinar de El Hierro (El),2019,Hombres,VI. ENFERMEDADES DEL SISTEMA NERVIOSO,"101,01"
432,        Agulo,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
433,        Alajeró,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
434,        Hermigua,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
435,        San Sebastián de La Gomera,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
436,        Valle Gran Rey,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
437,        Vallehermoso,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
438,        Barlovento,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
439,        Breña Alta,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
440,        Breña Baja,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
441,        Fuencaliente,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
442,        Garafía,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
443,        Llanos de Aridane (Los),2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
444,        Paso (El),2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
445,        Puntagorda,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
446,        Puntallana,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
448,        Santa Cruz de La Palma,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
449,        Tazacorte,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
450,        Tijarafe,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
451,        Villa de Mazo,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
452,        Frontera,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
453,        Valverde,2021,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
456,        Agulo,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,....
457,        Alajeró,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,....
458,        Hermigua,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
459,        San Sebastián de La Gomera,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
460,        Valle Gran Rey,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
461,        Vallehermoso,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
462,        Barlovento,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
463,        Breña Alta,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
464,        Breña Baja,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
465,        Fuencaliente,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
466,        Garafía,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
467,        Llanos de Aridane (Los),2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
468,        Paso (El),2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
469,        Puntagorda,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,....
470,        Puntallana,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
471,        San Andrés y Sauces,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
472,        Santa Cruz de La Palma,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
473,        Tazacorte,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
474,        Tijarafe,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
475,        Villa de Mazo,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
476,        Frontera,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
477,        Valverde,2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
478,      Pinar de El Hierro (El),2020,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,....
480,        Agulo,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
481,        Alajeró,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
482,        Hermigua,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
483,        San Sebastián de La Gomera,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
484,        Valle Gran Rey,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
485,        Vallehermoso,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
486,        Barlovento,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
487,        Breña Alta,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
488,        Breña Baja,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
490,        Garafía,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
491,        Llanos de Aridane (Los),2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
492,        Paso (El),2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
493,        Puntagorda,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
494,        Puntallana,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
495,        San Andrés y Sauces,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
496,        Santa Cruz de La Palma,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
497,        Tazacorte,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
498,        Tijarafe,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
499,        Villa de Mazo,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
500,        Frontera,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
501,        Valverde,2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
502,      Pinar de El Hierro (El),2019,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
504,        Agulo,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
505,        Alajeró,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
506,        Hermigua,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
507,        San Sebastián de La Gomera,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
508,        Valle Gran Rey,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
509,        Vallehermoso,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
510,        Barlovento,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
512,        Breña Baja,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
513,        Fuencaliente,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
514,        Garafía,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
515,        Llanos de Aridane (Los),2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
516,        Paso (El),2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
517,        Puntagorda,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
518,        Puntallana,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
519,        San Andrés y Sauces,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
520,        Santa Cruz de La Palma,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
521,        Tazacorte,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
522,        Tijarafe,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
523,        Villa de Mazo,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
525,        Valverde,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
526,      Pinar de El Hierro (El),2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
528,        Agulo,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,....
529,        Alajeró,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,....
530,        Hermigua,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
531,        San Sebastián de La Gomera,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
532,        Valle Gran Rey,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
533,        Vallehermoso,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
534,        Barlovento,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
535,        Breña Alta,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
536,        Breña Baja,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
537,        Fuencaliente,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
538,        Garafía,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
539,        Llanos de Aridane (Los),2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
540,        Paso (El),2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
541,        Puntagorda,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,....
542,        Puntallana,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
544,        Santa Cruz de La Palma,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
545,        Tazacorte,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
546,        Tijarafe,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
547,        Villa de Mazo,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
548,        Frontera,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
549,        Valverde,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
550,      Pinar de El Hierro (El),2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,....
552,        Agulo,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
553,        Alajeró,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
554,        Hermigua,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
555,        San Sebastián de La Gomera,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
556,        Valle Gran Rey,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
557,        Vallehermoso,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
558,        Barlovento,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
560,        Breña Baja,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
561,        Fuencaliente,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
562,        Garafía,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
563,        Llanos de Aridane (Los),2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
564,        Paso (El),2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
565,        Puntagorda,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
566,        Puntallana,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
567,        San Andrés y Sauces,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
568,        Santa Cruz de La Palma,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
569,        Tazacorte,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
570,        Tijarafe,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
571,        Villa de Mazo,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
572,        Frontera,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
573,        Valverde,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
574,      Pinar de El Hierro (El),2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
576,        Agulo,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"732,60"
577,        Alajeró,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"92,68"
578,        Hermigua,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"216,68"
579,        San Sebastián de La Gomera,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"279,33"
580,        Valle Gran Rey,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"209,82"
581,        Vallehermoso,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"132,63"
582,        Barlovento,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"415,80"
583,        Breña Alta,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"370,05"
584,        Breña Baja,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"202,29"
585,        Fuencaliente,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"446,43"
586,        Garafía,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"529,66"
587,        Llanos de Aridane (Los),2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"381,41"
588,        Paso (El),2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"306,98"
589,        Puntagorda,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"174,37"
590,        Puntallana,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"313,48"
591,        San Andrés y Sauces,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"571,70"
592,        Santa Cruz de La Palma,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"418,75"
593,        Tazacorte,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"386,93"
595,        Villa de Mazo,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"283,29"
596,        Frontera,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"139,34"
597,        Valverde,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"430,53"
598,      Pinar de El Hierro (El),2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"487,33"
600,        Agulo,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,....
601,        Alajeró,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,....
602,        Hermigua,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"109,53"
603,        San Sebastián de La Gomera,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"150,67"
604,        Valle Gran Rey,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"211,33"
605,        Vallehermoso,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"132,80"
606,        Barlovento,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"512,30"
608,        Breña Baja,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"169,55"
609,        Fuencaliente,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"113,64"
610,        Garafía,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"433,37"
611,        Llanos de Aridane (Los),2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"219,21"
612,        Paso (El),2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"260,55"
613,        Puntagorda,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,....
614,        Puntallana,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"468,75"
615,        San Andrés y Sauces,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"524,81"
616,        Santa Cruz de La Palma,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"306,42"
